Company Name,Industry,Symbol,Series,ISIN Code
Marico Ltd.,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026
Max Financial Services Ltd.,Financial Services,MFSL,EQ,INE180A01020
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027
MphasiS Ltd.,Information Technology,MPHASIS,EQ,INE356A01018
Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,EQ,INE414G01012
NHPC Ltd.,Power,NHPC,EQ,INE848E01016
NMDC Ltd.,Metals & Mining,NMDC,EQ,INE584A01023
NTPC Green Energy Ltd.,Power,NTPCGREEN,EQ,INE0ONG01011
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034
Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010
Oil India Ltd.,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014
One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020
Oracle Financial Services Software Ltd.,Information Technology,OFSS,EQ,INE881D01027
PB Fintech Ltd.,Financial Services,POLICYBZR,EQ,INE417T01026
PI Industries Ltd.,Chemicals,PIIND,EQ,INE603J01030
Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022
Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI,EQ,INE619A01035
Persistent Systems Ltd.,Information Technology,PERSISTENT,EQ,INE262H01021
Phoenix Mills Ltd.,Realty,PHOENIXLTD,EQ,INE211B01039
Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017
Premier Energies Ltd.,Capital Goods,PREMIERENE,EQ,INE0BS701011
Prestige Estates Projects Ltd.,Realty,PRESTIGE,EQ,INE811K01011
Rail Vikas Nigam Ltd.,Construction,RVNL,EQ,INE415G01027
SBI Cards and Payment Services Ltd.,Financial Services,SBICARD,EQ,INE018E01016
SRF Ltd.,Chemicals,SRF,EQ,INE647A01010
Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS,EQ,INE073K01018
Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011
Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028
Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021
Swiggy Ltd.,Consumer Services,SWIGGY,EQ,INE00H001014
Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013
Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012
Tata Technologies Ltd.,Information Technology,TATATECH,EQ,INE142M01025
Torrent Power Ltd.,Power,TORNTPOWER,EQ,INE813H01021
Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010
UPL Ltd.,Chemicals,UPL,EQ,INE628A01036
Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016
Vishal Mega Mart Ltd.,Consumer Services,VMM,EQ,INE01EA01019
Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016
Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021
Waaree Energies Ltd.,Capital Goods,WAAREEENER,EQ,INE377N01017
Yes Bank Ltd.,Financial Services,YESBANK,EQ,INE528G01035
